id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,Horse_power
29755,Chevrolet,Tahoe LTZ,2015,163500,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,At least 1 accident or damage reported,17500,355.0
10177,Porsche,911 Carrera S,2015,54000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,46000,400.0
41938,Mercedes-Benz,AMG GT 53 Base,2021,7874,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,54599,429.0
35578,Porsche,Macan Base,2018,53500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,28900,252.0
3773,Porsche,911 GT3,2018,57785,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,63995,475.0
43955,Toyota,Highlander XLE,2019,74000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,27000,295.0
48786,Land,Rover LR2 HSE,2010,174678,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,7350,230.0
49259,BMW,X5 xDrive35i,2018,72700,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,32000,300.0
42156,Audi,A5 2.0T Premium,2011,137273,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,9250,211.0
33749,Mercedes-Benz,SLK-Class SLK 350,2005,120800,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,13900,268.0
19221,BMW,328 i xDrive,2014,125519,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,19500,240.0
25257,Ford,F-150 Lariat,2016,110000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Black,None reported,30999,365.0
40445,Nissan,GT-R Premium,2009,13250,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,41986,400.0
26112,Lincoln,MKZ Base,2016,63250,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,12000,240.0
19914,INFINITI,QX60 Base,2016,119000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,19500,295.0
23392,Porsche,Macan S,2018,72865,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,30499,340.0
39137,Land,Rover Range Rover Sport Supercharged,2015,125000,E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Beige,None reported,25800,340.0
24511,Toyota,Tacoma SR5,2020,5020,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,39900,278.0
41988,Chevrolet,Camaro 1LT,2021,230000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,73995,335.0
30228,Ford,Mustang GT Premium,2015,40570,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,30500,420.0
15023,BMW,X5 xDrive35i,2007,90000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,9000,300.0
13355,BMW,M3 Base,2011,105000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,21900,414.0
12055,Ford,F-150 Raptor,2018,28260,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,44950,450.0
26,Ford,Expedition Max XLT,2021,6449,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Mesa,None reported,89995,
17366,Mercedes-Benz,E-Class E 350,2014,82000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,16000,302.0
36205,Audi,A6 2.0T Premium Plus,2013,65900,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,16000,252.0
10689,BMW,328 i,2006,187000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,5500,230.0
19780,BMW,M4 Competition xDrive,2021,13650,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,50000,503.0
13715,BMW,M5 Base,2020,846,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,76000,560.0
16589,Volkswagen,Jetta SportWagen SE,2013,122000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,9995,170.0
46394,Ford,Expedition Max Limited,2022,30918,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,54599,375.0
26000,Ford,Flex Limited,2009,162000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,7500,262.0
3545,Volkswagen,Golf GTI 2.0T SE 4-Door,2016,33000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,27500,228.0
29758,Chevrolet,Suburban 1500 LT,2015,160000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,24000,355.0
8364,Lexus,GX 460 Premium,2021,22558,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,White,–,None reported,47645,
2566,Mercedes-Benz,S-Class S 63 AMG,2015,8237,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,44800,577.0
41976,Audi,A4 2.0T Premium Plus quattro,2012,115000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,11900,211.0
35251,Chevrolet,Corvette Stingray w/2LT,2021,31500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,68995,490.0
39176,Maserati,Ghibli S Q4,2014,1000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,24900,404.0
18869,Porsche,718 Boxster S,2019,6700,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,23999,350.0
35589,Pontiac,Solstice GXP,2007,181830,Gasoline,270.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,7900,270.0
10763,Mercedes-Benz,Metris Base,2019,10500,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,79500,208.0
3157,Mercedes-Benz,S-Class S 63 AMG,2015,41000,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,57500,577.0
6738,Jeep,Grand Cherokee Laredo,2005,125559,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,3950,360.0
4716,Mercedes-Benz,E-Class E 350 4MATIC,2010,158564,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,9975,268.0
27912,Mitsubishi,Outlander SEL,2017,90601,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,12500,166.0
52827,BMW,X3 sDrive30i,2021,12800,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,52000,248.0
43546,INFINITI,QX60 Base,2016,93500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,23500,295.0
37139,Nissan,370Z Touring,2009,133409,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Orange,At least 1 accident or damage reported,15500,332.0
9124,Jeep,Gladiator Overland,2020,53000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,34000,285.0
5916,Mercedes-Benz,AMG GL AMG GL 63 4MATIC,2018,69000,Gasoline,550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,66000,550.0
1802,Audi,Q5 2.0T Premium Plus,2016,54700,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Black,None reported,29000,220.0
7065,BMW,M240 i,2014,102000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,18000,335.0
29677,Dodge,Challenger SE,2016,45000,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,None reported,25900,283.0
50470,Mercedes-Benz,E-Class E 350,2014,106000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,22500,302.0
8605,Chevrolet,Silverado 1500 Base,2005,145000,Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,4995,190.0
18856,Mercedes-Benz,S-Class S 550 4MATIC,2017,26000,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,119999,449.0
21844,Hyundai,Sonata Sport 2.0T,2016,70500,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,20995,245.0
34859,GMC,Yukon SLE,2016,83858,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,27633,355.0
24584,Audi,Q5 2.0T Premium Plus,2012,125900,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,11200,211.0
33332,Ford,Expedition King Ranch,2020,24000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,47500,375.0
49738,BMW,X6 M Base,2022,8000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,95000,600.0
31868,BMW,M4 Base,2022,16900,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,50000,425.0
15256,Mercedes-Benz,AMG E 63 S 4MATIC,2019,13700,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Green,Black,None reported,75000,603.0
53180,Honda,Accord EX-L 2.0T,2015,103748,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,At least 1 accident or damage reported,18400,252.0
4049,Bentley,Continental GTC Base,2011,28150,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Brown,None reported,51950,552.0
2091,Ford,F-250 Lariat,2018,73500,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Silver,Black,None reported,33000,450.0
20870,Jeep,Wrangler Sport,2014,99450,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,22000,285.0
26544,Cadillac,XTS Luxury,2002,150000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,4800,304.0
45577,Ford,Explorer XLT,2017,103814,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,16100,290.0
6771,Mercedes-Benz,GLS 450 Base 4MATIC,2017,17900,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,63900,362.0
37692,BMW,X6 M Base,2018,24300,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,64000,567.0
131,Mitsubishi,Lancer GTS,2011,122000,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Beige,None reported,37900,168.0
23259,Toyota,Avalon Limited,2008,170000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,At least 1 accident or damage reported,8750,268.0
10937,Audi,A5 2.0T Premium Plus,2019,72000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,22500,248.0
35042,Chevrolet,Corvette Grand Sport,2011,12300,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,45000,430.0
39642,Audi,A3 2.0T Premium,2016,90360,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,24500,220.0
38757,Lexus,IS 350 Base,2014,123000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,17000,306.0
22536,Land,Rover Range Rover Velar P250 S R-Dynamic,2020,30500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Red,None reported,48000,247.0
1171,Mercedes-Benz,GLK-Class GLK 350,2014,186000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,10000,302.0
53707,INFINITI,QX60 Base,2017,48500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,32500,295.0
8337,Mazda,Mazda6 i Touring,2015,119500,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,17000,184.0
32057,Ford,F-150 XLT,2019,61874,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Earth Gray,None reported,28324,
14140,Mercedes-Benz,SL-Class SL600 Roadster,2007,71750,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,4999,382.0
19055,Honda,Pilot EX-L,2016,90601,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,24440,280.0
38199,Mazda,Mazda6 iSport VE,2007,3254,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,11900,156.0
53384,Ford,Ranger XLT SuperCab,2006,187141,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,6300,207.0
6774,Mazda,CX-9 Signature,2021,2636,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Polymetal Gray Metallic,Red,None reported,39951,
4823,BMW,X1 xDrive 28i,2015,85768,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,31000,240.0
38988,Lexus,IS 250 Base,2007,121250,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,4000,204.0
37615,BMW,X6 xDrive40i,2020,17900,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,31000,335.0
51090,Chevrolet,Suburban LTZ,2016,68653,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,36995,355.0
13109,Nissan,Armada Platinum,2018,118000,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,24000,390.0
33555,Ford,F-150 Lariat,2020,3400,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,51700,375.0
15302,BMW,X5 xDrive35i,2016,120000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,35000,300.0
5993,Jeep,Wrangler Unlimited Sport,2016,131100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Black,At least 1 accident or damage reported,12995,285.0
1016,Toyota,Sequoia Platinum,2023,600,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Black,None reported,68750,437.0
12104,Pontiac,Firebird Base,2001,119500,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Black,None reported,10000,200.0
37182,Mazda,Mazda3 i Touring,2015,119000,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,12000,155.0
47090,Chevrolet,Camaro 2SS,2017,62000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,47500,455.0
53027,Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,66150,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,65900,518.0
30217,Lexus,RX 330 Base,2008,111564,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,11200,230.0
41126,Jeep,Grand Cherokee Limited,2003,170552,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,4000,210.0
39485,Ford,F-150 Limited,2020,61000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,68000,450.0
8797,Ford,F-150 XLT,2018,68860,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,At least 1 accident or damage reported,36500,375.0
35785,Ford,Bronco Wildtrak Advanced,2022,13500,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,74999,315.0
41159,BMW,X6 M Base,2008,73500,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,38500,420.0
41067,Mercedes-Benz,AMG GT 53 Base,2020,17994,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,81500,429.0
49380,Honda,Civic EX,2014,82500,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,None reported,22000,143.0
17069,Mercedes-Benz,AMG C 43 Base 4MATIC,2016,52375,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,At least 1 accident or damage reported,48600,362.0
40784,Jeep,Wrangler Unlimited Sahara,2019,57000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,42800,285.0
15803,BMW,328 i xDrive,2015,72922,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,27000,240.0
53941,BMW,M3 Base,2013,74000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,2800,414.0
13108,Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,22000,220.0
43554,Ford,Expedition EL XLT,2011,170000,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gold,Beige,None reported,9000,310.0
447,GMC,Yukon SLT,2015,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,51899,355.0
53573,Ford,Expedition Limited,2022,11256,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,75950,440.0
21927,Ford,F-150 XLT SuperCab,2021,64800,Gasoline,5.0L 8 Cylinder,10-Speed A/T,White,Gray,None reported,71999,
42867,RAM,1500 Rebel,2017,33000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Black,None reported,24999,395.0
45788,Land,Rover Range Rover Sport HST MHEV,2020,52000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,31000,395.0
53220,Audi,A5 2.0T Premium,2012,137273,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,15000,211.0
776,Jaguar,XJ8 L,2000,45000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,9200,290.0
47857,Cadillac,Escalade ESV Platinum,2021,18500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,45000,420.0
26821,Ford,F-250 Platinum,2022,6600,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,71950,430.0
17671,Chevrolet,Silverado 1500 LT Extended Cab,2007,76163,Gasoline,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,12995,285.0
43807,Land,Rover Range Rover HSE SWB,2020,44900,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,44000,395.0
18073,Mercedes-Benz,AMG C 43 Base 4MATIC,2017,49000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,73000,362.0
18671,Toyota,4Runner Limited Nightshade,2021,24781,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,–,None reported,44340,
30525,Genesis,GV70 3.5T Sport,2022,12900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,56000,375.0
8080,Porsche,Panamera 2,2017,37200,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,27500,300.0
28993,BMW,X1 xDrive28i,2021,41000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,50000,228.0
19541,Honda,Civic EX,2013,185000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,–,At least 1 accident or damage reported,5500,140.0
1420,Jeep,Wrangler Sport,2002,57237,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,22500,285.0
33766,Ford,F-150 Lariat,2021,9142,Gasoline,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Gray,None reported,61500,430.0
34284,Hyundai,Genesis Coupe 3.8 Track,2013,89000,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,11000,306.0
46908,RAM,ProMaster 2500 High Roof,2019,8044,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,22999,280.0
32735,Porsche,911 Carrera,2006,56985,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,29999,325.0
49026,Toyota,Sequoia Limited,2012,148000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,–,None reported,13000,381.0
4591,BMW,X7 xDrive40i,2023,2437,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Beige,None reported,78350,375.0
20763,Ford,Expedition Limited,2023,19200,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,54800,400.0
37929,BMW,M4 Base,2019,29140,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Green,None reported,50000,425.0
38693,BMW,M4 Competition xDrive,2020,25500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,36000,503.0
12345,Audi,RS 5 4.2,2020,49098,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,44900,450.0
15512,Porsche,Cayenne S,2012,60000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,37000,400.0
4952,BMW,M5 Base,2008,77750,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Silver,None reported,21000,500.0
33501,Lexus,SC 430 Base,2009,149000,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,7899,300.0
49257,Porsche,911 Carrera 4S,2023,7400,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,63500,379.0
19615,Hyundai,Elantra GLS,2002,107000,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Brown,Beige,None reported,3850,138.0
50699,Lincoln,MKZ Reserve,2022,8400,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,None reported,62000,335.0
19811,Ford,F-150 XLT,2016,79500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,10795,375.0
15491,Mercedes-Benz,E-Class E 350,2014,83420,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,12000,302.0
15305,Mercedes-Benz,E-Class E 350 4MATIC,2014,84450,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,19000,302.0
25372,BMW,535 i,2008,135000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,5699,300.0
25643,Chevrolet,Suburban 1500 LTZ,2014,162750,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,12995,355.0
