id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,milage_per_year,milage_bins,horse_power
24271,Chevrolet,Camaro 1LT,2011,111000,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,15000,8538.0,High,312.0
15121,Ford,F-150 XLT,2020,47500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,45500,11875.0,Medium,325.0
4154,Ford,Ranger Sport SuperCab,2009,166200,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,7999,11080.0,High,207.0
7640,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,23131,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,45950,4626.0,Low,380.0
20811,BMW,328 i xDrive,2012,105000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,9975,8750.0,High,230.0
8172,Mitsubishi,Lancer Evolution GSR,2012,76500,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,28000,6375.0,Medium,291.0
47965,Ford,F-250 Lariat,2016,185000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,73000,23125.0,High,440.0
30319,Nissan,Maxima SV,2013,106000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,22000,9636.0,High,290.0
53421,Porsche,Cayenne GTS Coupe AWD,2023,10000,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,36999,10000.0,Low,453.0
34001,Land,Rover Discovery S,2003,239000,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,6000,11380.0,High,217.0
25298,Toyota,4Runner Limited,2015,95000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,24995,10555.0,High,270.0
44021,Ford,F-150 Raptor,2018,64517,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,40995,10752.0,Medium,450.0
25121,BMW,M4 Base,2019,32000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Red,None reported,47999,6400.0,Low,425.0
24129,Land,Rover Range Rover Sport Supercharged HSE,2015,105000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,At least 1 accident or damage reported,17995,11666.0,High,340.0
5156,Lexus,GX 460 Luxury,2021,17710,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,51999,5903.0,Low,301.0
49350,Ford,F-150 Platinum,2021,16500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,52900,5500.0,Low,375.0
32231,Nissan,Armada Platinum,2022,19400,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,71000,9700.0,Low,400.0
30761,Ford,Bronco Outer Banks Advanced,2023,6400,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,42000,6400.0,Low,275.0
11541,GMC,Yukon XL AT4,2015,167500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,14500,18611.0,High,355.0
40742,Chevrolet,Express 1500 Cargo,2006,107818,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,12000,5989.0,High,195.0
24360,Lexus,RX 350 Base,2022,5040,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,48900,2520.0,Low,295.0
14651,BMW,M4 Base,2020,30930,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,67900,7732.0,Low,425.0
45565,BMW,M240 i,2019,61000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,51500,12200.0,Medium,335.0
46268,Ford,Mustang EcoBoost Premium,2017,34000,–,–,6-Speed M/T,Blue,Gray,At least 1 accident or damage reported,25000,4857.0,Low,
45817,Nissan,Xterra S,2008,183000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,11000,11437.0,High,261.0
10849,Chevrolet,Suburban Premier,2020,60000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,49000,15000.0,Medium,355.0
24392,Lexus,LX 570 Three-Row,2018,48300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,52000,8050.0,Medium,383.0
31173,Toyota,4Runner TRD Off Road,2018,28000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,43500,4666.0,Low,270.0
50351,Audi,A8 L 55,2019,41500,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,32900,8300.0,Low,335.0
9763,Toyota,Camry Hybrid XLE,2019,42750,Hybrid,2.5L I4 16V PDI DOHC Hybrid,CVT Transmission,White,Gray,None reported,45770,8550.0,Low,
40559,GMC,Terrain Denali,2016,73000,Gasoline,301.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,17000,9125.0,Medium,301.0
48015,Bentley,Bentayga Speed,2009,16146,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,3950,1076.0,Low,600.0
48768,Jeep,Renegade Trailhawk,2018,78717,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,17500,13119.0,Medium,180.0
50614,Lincoln,Navigator Reserve,2019,67073,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Beige,None reported,31500,13414.0,Medium,450.0
53806,Ford,Flex SEL,2007,149000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,4800,8764.0,High,262.0
10632,Cadillac,ATS 3.6L Luxury,2014,123500,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,15000,12350.0,High,321.0
30378,RAM,1500 Laramie,2022,3521,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,44646,1760.0,Low,
27339,Dodge,Ram 1500 ST,2007,218000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,3850,12823.0,High,210.0
46301,Mercedes-Benz,S-Class S 63 AMG,2015,102370,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,24998,11374.0,High,577.0
27367,Porsche,Boxster RS 60 Spyder,2008,58000,Gasoline,303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,49999,3625.0,Medium,303.0
11794,Chevrolet,Traverse Premier,2018,48000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,32000,8000.0,Medium,310.0
25539,RAM,1500 Laramie,2022,34672,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,45000,17336.0,Low,
37218,BMW,135 i,2009,72900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,26900,4860.0,Medium,300.0
9008,Lexus,LX 470 Base,2000,209193,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,13998,8716.0,High,230.0
35484,INFINITI,FX50 Base,2016,31500,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Brown,None reported,84620,3937.0,Low,325.0
53068,BMW,X7 xDrive40i,2022,3273,Gasoline,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,78999,1636.0,Low,375.0
15501,Mercedes-Benz,E-Class E 350 4MATIC,2015,93500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,29900,10388.0,High,302.0
2908,Mitsubishi,Eclipse Spyder GT,2008,160000,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,–,At least 1 accident or damage reported,5750,10000.0,High,260.0
14980,Lexus,RX 300 Base,2002,190000,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,8900,8636.0,High,220.0
9534,Dodge,Charger R/T,2014,143390,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,17200,14339.0,High,370.0
18859,BMW,M4 Base,2015,13300,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,62500,1477.0,Low,425.0
25830,BMW,428 Gran Coupe i xDrive,2016,60000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Brown,At least 1 accident or damage reported,24700,7500.0,Medium,240.0
48918,INFINITI,QX60 Base,2016,118000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,22000,14750.0,High,300.0
30723,Jeep,Liberty Sport,2008,107000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,6500,6687.0,High,210.0
24619,Audi,Q7 3.0T Prestige,2018,50000,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,45000,8333.0,Medium,280.0
42606,Cadillac,Escalade ESV Luxury,2013,114500,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,16000,10409.0,High,403.0
28164,Chevrolet,Camaro ZL1,2010,19000,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,6730,1357.0,Low,650.0
26235,Jaguar,XJ8 L,2007,98313,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,9999,5783.0,High,300.0
2870,Mercedes-Benz,AMG C 43 Base 4MATIC,2019,33548,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,57999,6709.0,Low,362.0
49502,Chevrolet,Suburban Premier,2017,79500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,35900,11357.0,Medium,355.0
20872,Porsche,911 Carrera,2004,61600,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,40888,3080.0,Medium,325.0
48248,Audi,A4 2.0T Premium Plus quattro,2012,96273,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gold,Brown,At least 1 accident or damage reported,15000,8022.0,High,211.0
38375,Toyota,Highlander Limited,2016,85766,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,30000,10720.0,Medium,270.0
36979,Chevrolet,Blazer 1LT,2021,37161,Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Nightfall Gray Metallic,Jet Black,None reported,26990,12387.0,Low,
45028,Acura,MDX 3.7L Advance,2013,209500,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,12500,19045.0,High,300.0
25460,Volkswagen,Jetta 1.4T SE,2017,127980,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,10700,18282.0,High,150.0
29529,Volvo,XC90 T6 Momentum,2018,45000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,37500,7500.0,Low,316.0
25433,Jaguar,F-TYPE R,2017,26000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,52500,3714.0,Low,550.0
27096,Chevrolet,Corvette Base,2004,160000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,5500,8000.0,High,350.0
34966,Chevrolet,Mustang Bullitt,2009,48500,Gasoline,480.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,71999,3233.0,Medium,480.0
6078,Toyota,Highlander XLE,2020,4437,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,30000,1109.0,Low,295.0
984,Honda,Ridgeline RTL-E,2019,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,29800,2888.0,Low,280.0
28029,Jaguar,XF 25t Premium,2016,37700,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,At least 1 accident or damage reported,28500,4712.0,Low,247.0
33054,Ford,F-150 XLT,2018,24985,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,28495,4164.0,Low,325.0
37339,Acura,TLX A-Spec,2020,38400,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Blue,None reported,27500,9600.0,Low,206.0
19363,Cadillac,Escalade EXT Base,2007,155000,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,18995,9117.0,High,403.0
42693,Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,16000,10090.0,High,340.0
21459,Chevrolet,Tahoe LTZ,2015,102200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,39985,11355.0,High,355.0
17382,Land,Rover Range Rover HSE,2013,66500,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,15500,6045.0,Medium,385.0
30698,BMW,M3 Base,2015,50000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,55000,5555.0,Medium,425.0
48303,BMW,M6 Base,2014,65550,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,39985,6555.0,Medium,560.0
34289,Mitsubishi,Eclipse Spyder GT,2001,98300,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,16100,4273.0,High,260.0
2572,Lincoln,Town Car Base,2003,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Beige,None reported,14250,1739.0,Low,239.0
2697,Honda,Civic EX,2015,102665,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,17700,11407.0,High,143.0
7966,Ford,F-250 XLT,2016,92000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,24000,11500.0,High,385.0
11247,Toyota,4Runner SR5,2018,32199,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,27500,5366.0,Low,270.0
13114,Lexus,ES 300h Base,2013,87001,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Beige,None reported,17995,7909.0,Medium,200.0
11591,Nissan,Armada Platinum,2022,8400,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,108000,4200.0,Low,400.0
42556,Ford,Mustang GT Premium,2011,195500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,8999,15038.0,High,412.0
7845,Chrysler,300 Touring,2005,111000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,16000,5842.0,High,250.0
16307,Nissan,Maxima SV,2018,69641,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,23995,11606.0,Medium,280.0
35615,Porsche,Macan Turbo,2021,22000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,62999,7333.0,Low,252.0
44192,Nissan,NV200 SV,2017,102260,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,31300,14608.0,High,131.0
43848,Ferrari,Roma Base,2021,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,75000,1000.0,Low,611.0
39286,RAM,2500 Tradesman,2016,114500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,21000,14312.0,High,410.0
29680,Ford,Mustang GT,2001,87500,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Red,None reported,31450,3804.0,Medium,300.0
29796,Kia,Sorento SXL,2016,73800,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,27890,9225.0,Medium,290.0
39856,Volkswagen,Golf GTI 2.0T SE 4-Door,2017,63250,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,26499,9035.0,Medium,210.0
41956,Ford,Fusion SE,2013,93500,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,26600,8500.0,High,175.0
44236,BMW,M4 Base,2018,27989,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,49750,4664.0,Low,425.0
47695,Chevrolet,Corvette Stingray w/2LT,2022,2010,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,99000,1005.0,Low,490.0
28372,Mercedes-Benz,E-Class E 350 4MATIC,2011,170000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,8500,13076.0,High,268.0
11013,Toyota,86 860 Special Edition,2017,73000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,15000,10428.0,Medium,200.0
19166,Chevrolet,Silverado 1500 LT,2018,49814,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Cajun Red Tintcoat,Jet Black,None reported,6730,8302.0,Medium,
22790,BMW,435 i,2012,98000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,17999,8166.0,High,300.0
103,BMW,X6 xDrive40i,2022,2437,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,92500,1218.0,Low,335.0
2161,BMW,M3 Base,2002,117200,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,10299,5327.0,High,333.0
1815,Porsche,911 Carrera 4S,2003,61600,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,27500,2933.0,Medium,355.0
23837,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,71280,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,22000,10182.0,Medium,340.0
44670,Land,Rover Range Rover Velar P250 S R-Dynamic,2020,30200,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,21990,7550.0,Low,247.0
50745,GMC,Yukon Denali,2020,31500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,64500,7875.0,Low,420.0
4768,Mercedes-Benz,E-Class E 350,2014,53500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,24995,5350.0,Medium,302.0
6722,INFINITI,QX70 Base,2013,56675,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,38000,5152.0,Medium,325.0
39108,Nissan,Altima 2.5 S,2013,162000,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,11500,14727.0,High,182.0
7736,BMW,650 i xDrive,2013,96600,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,16800,8781.0,High,445.0
50716,Toyota,350Z Touring,2014,74600,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,22000,7460.0,Medium,306.0
20873,Acura,TLX Type S w/Performance Tire,2023,3158,Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic with Overdrive,Gray,Ebony,None reported,69999,3158.0,Low,
51513,Mercedes-Benz,E-Class E 350 4MATIC,2008,183455,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,At least 1 accident or damage reported,7200,11465.0,High,268.0
46911,MINI,Cooper Base,2007,190640,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,8100,11214.0,High,118.0
33565,Volkswagen,Palisade SEL,2022,3678,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,84999,1839.0,Low,291.0
26720,Kia,Sorento LX,2008,97615,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,10340,6100.0,High,182.0
47713,Lexus,LS 460 Crafted Line,2016,87001,Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,19995,10875.0,Medium,360.0
48836,BMW,X7 xDrive40i,2023,14360,Gasoline,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,49000,14360.0,Low,375.0
23442,Chevrolet,Suburban LT,2017,79884,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,30989,11412.0,Medium,
47646,RAM,1500 Laramie,2019,48879,Gasoline,5.7L V8 16V MPFI OHV,6-Speed Automatic,Black,Black,None reported,47350,9775.0,Medium,
5726,INFINITI,QX60 AUTOGRAPH,2022,25000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,47000,12500.0,Low,295.0
7149,Mercedes-Benz,Metris Base,2020,18000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,45999,4500.0,Low,208.0
22436,Toyota,Tundra SR5,2019,56000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,39900,11200.0,Medium,381.0
13353,Ford,F-150 Lariat,2019,60000,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,43000,12000.0,Medium,325.0
32426,Genesis,G80 3.8,2017,29720,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,20784,4245.0,Low,311.0
8205,Ford,F-150 Platinum,2018,73500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,29995,12250.0,Medium,375.0
32911,Porsche,Boxster S,2005,151896,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,19000,7994.0,High,280.0
21400,Jaguar,XK8 Base,2000,90000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,13700,3750.0,High,290.0
30535,BMW,X3 xDrive28i,2016,95070,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,24000,11883.0,High,240.0
30310,Nissan,GT-R Premium,2009,135000,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,15000,9000.0,High,480.0
19922,Jaguar,XK8 Base,1999,137273,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,4500,5490.0,High,290.0
30259,BMW,X5 xDrive35i,2016,73043,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,26990,9130.0,Medium,300.0
2653,BMW,X5 xDrive40i,2021,53782,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,49995,17927.0,Medium,335.0
3437,Ford,Bronco XLT,1993,111000,Gasoline,–,A/T,Black,Black,None reported,15000,3580.0,High,
38650,Cadillac,Escalade ESV Platinum,2016,86000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,18500,10750.0,Medium,420.0
44764,Nissan,Juke SV,2015,125500,Gasoline,175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,15999,13944.0,High,175.0
45178,Jaguar,XJ8 L,2004,153000,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,13700,7650.0,High,294.0
50629,Ford,F-250 XLT Crew Cab Super Duty,2008,190321,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,16900,11895.0,High,350.0
35163,Ford,F-150 XLT,2018,235000,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,39000,39166.0,High,325.0
27167,Volvo,S60 B5 Inscription,2012,104000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,20000,8666.0,High,247.0
