,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
49471,49471,BMW,Z4 2.5i Roadster,2005,199000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,7500
2214,2214,BMW,X5 xDrive50i,2008,126700,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,14000
6661,6661,Buick,Enclave Premium,2016,134655,E85 Flex Fuel,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051
49505,49505,Nissan,Maxima SL,2007,152270,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,6700
28792,28792,Nissan,300ZX Base,1993,126000,Gasoline,–,6-Speed M/T,Yellow,Black,None reported,Yes,8000
12517,12517,Toyota,4Runner Trail,2015,157000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,17000
27269,27269,Jeep,Gladiator Willys,2022,23000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,49999
12571,12571,Mercedes-Benz,CLK-Class CLK 350,2011,77925,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19500
5204,5204,BMW,X5 xDrive35i,2016,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000
49472,49472,Audi,A5 2.0T Premium,2019,38200,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,37700
31607,31607,GMC,Yukon Denali Ultimate,2023,3552,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,77897
3783,3783,Mercedes-Benz,E-Class E 300 4MATIC,2019,28886,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,49995
49953,49953,BMW,X5 xDrive50i,2015,106000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,49000
40536,40536,Ferrari,Roma Base,2016,13900,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,39999
1551,1551,BMW,M3 Base,2001,153600,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Green,Gray,None reported,Yes,5800
49725,49725,Porsche,911 Carrera S,2013,39000,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,38000
46076,46076,Jaguar,XJ8 L,2006,135603,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9200
4727,4727,Genesis,G80 2.5T,2023,3158,Gasoline,2.0L I4 16V PDI DOHC Turbo,8-Speed Automatic,Black,Black,None reported,Yes,45423
24082,24082,BMW,M440 i,2020,13700,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,60000
5686,5686,Audi,SQ5 3.0T Premium Plus,2018,53500,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,53499
20006,20006,BMW,M3 Base,2017,72277,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,41000
5601,5601,BMW,328 i xDrive,2011,120000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,11200
42293,42293,Jeep,Wrangler Unlimited Sahara,2016,90000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,14500
18609,18609,Cadillac,CTS 2.0L Turbo Luxury,2017,35000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,25980
22290,22290,Bentley,Continental GTC V8,2016,31500,Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,175000
32150,32150,BMW,X5 xDrive40i,2017,16900,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,69000
15908,15908,Mazda,CX-5 Grand Touring,2021,26468,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Sonic Silver Metallic,Black,None reported,Yes,44646
30811,30811,Porsche,911 Carrera,2008,76500,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,15500
16437,16437,GMC,Equinox 2LT,2008,105760,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,12500
18116,18116,Honda,Element EX,2014,122000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Gray,None reported,Yes,15000
39416,39416,Chevrolet,Cruze LS,2004,163000,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,At least 1 accident or damage reported,Yes,4500
38884,38884,Volkswagen,Golf SportWagen TSI S 4-Door,2018,69600,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,35500
19820,19820,Cadillac,Escalade ESV Base,2010,155000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,14900
36759,36759,BMW,M3 Base,2008,74000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Green,Black,None reported,Yes,35000
7736,7736,BMW,650 i xDrive,2013,96600,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,16800
1900,1900,BMW,M5 Base,2006,120000,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,5000
37713,37713,Dodge,Challenger SRT8,2010,2300,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,69995
14761,14761,RAM,3500 Tradesman,2019,8332,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Beige,None reported,Yes,76500
51906,51906,BMW,435 i,2014,85000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,14999
44947,44947,Ford,Bronco Big Bend Advanced,2021,15000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,82000
11850,11850,Ford,Mustang GT Premium,2020,22466,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45899
26682,26682,Jeep,Wrangler Rubicon,2014,83000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None reported,Yes,17000
28345,28345,BMW,X5 xDrive35i,2016,82849,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,18000
43618,43618,BMW,M3 Base,2004,60000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,23000
14071,14071,Hummer,H2 Base,2005,215000,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,6995
11971,11971,Nissan,Xterra S,2007,170000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,None reported,Yes,5200
6251,6251,Mercedes-Benz,GLC 300 Base 4MATIC,2017,48190,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,Yes,11995
43660,43660,Jeep,Wrangler Sport,1999,136500,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,5000
14351,14351,Cadillac,CTS 2.0L Turbo Luxury,2015,96000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,17000
30799,30799,Audi,Q7 3.0T Premium,2014,108000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,25999
27894,27894,Lincoln,Navigator Reserve,2017,50850,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,37999
52556,52556,Toyota,Avalon Limited,2003,89987,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,None reported,Yes,11995
37222,37222,Toyota,Yaris Base,2005,148800,Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Gray,None reported,Yes,8250
2539,2539,Porsche,Cayman GTS,2006,87500,Gasoline,3.4L H6 24V MPFI DOHC,6-Speed Manual,Black,Black / Stone Grey,None reported,Yes,29748
29864,29864,Lexus,LS 460 Base,2008,110000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,6000
52244,52244,INFINITI,QX60 Base,2016,91239,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,17500
8776,8776,Chevrolet,Traverse Premier,2021,48641,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Black,None reported,Yes,46599
38425,38425,Ford,F-150 Raptor,2018,33000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,90200
5858,5858,Jeep,Wrangler Unlimited Sahara,2017,79635,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,24995
23974,23974,Honda,S2000 Base,2015,38360,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Red,At least 1 accident or damage reported,Yes,49000
24640,24640,BMW,M4 Competition xDrive,2023,7600,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,82500
16856,16856,BMW,M3 Base,2011,73000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,35000
47243,47243,Dodge,Ram 1500 ST,2011,172024,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,7500
7216,7216,Ford,Maverick XL,2022,12500,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,29999
1157,1157,Cadillac,Escalade Platinum,2019,29500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,89750
4029,4029,Ford,Focus SE,2013,117000,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,15000
53341,53341,Ford,Mustang GT,2010,74000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,25999
48636,48636,Ford,Focus SE,2018,63400,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,21500
52823,52823,BMW,X5 xDrive35i,2008,156875,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,13300
15601,15601,Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,20000
18792,18792,BMW,M550 i xDrive,2019,7580,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,75000
51111,51111,Nissan,Frontier SV,2012,77000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,21900
19268,19268,Jeep,Wrangler Unlimited Sport,2017,68455,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Black,None reported,Yes,24590
51312,51312,Cadillac,Escalade ESV Platinum,2020,39000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,35000
40693,40693,Ford,Explorer Limited,2020,82000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,29900
24024,24024,Land,Rover LR2 HSE,2011,100472,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,9975
39785,39785,Ford,Transit-350 Base,2015,153800,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,15900
47939,47939,Land,Rover Range Rover P530 SE SWB,2023,2800,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,139500
19809,19809,BMW,X6 M Base,2022,7000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,40000
706,706,Porsche,Macan S,2018,29136,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed A/T,Black,Black,None reported,Yes,64800
49069,49069,Jeep,Gladiator Overland,2021,2905,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Dark Moss,Black,None reported,Yes,34645
51097,51097,Jeep,Gladiator Willys,2022,44000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,53000
33280,33280,Mercedes-Benz,M-Class ML 350 4MATIC,2015,110189,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,None reported,Yes,32300
25580,25580,Bentley,Bentayga Activity Edition,2020,41000,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,115000
53815,53815,Ford,Transit-350 XLT,2021,17000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,34000
33275,33275,Volkswagen,Routan SE,2012,123500,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,17500
284,284,BMW,528 i xDrive,2015,125500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12000
51173,51173,BMW,X5 xDrive35i,2013,69750,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,15999
8,8,Audi,A3 2.0T Tech Premium,2016,87842,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,13999
52657,52657,Chevrolet,Silverado 1500 Base,1999,85760,Gasoline,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,20000
6491,6491,Chevrolet,Malibu 1LT,2008,54000,Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,7900
24812,24812,Dodge,Ram 1500 SRT-10 Quad Cab,2004,138450,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,115000
2615,2615,Land,Rover Defender SE,2022,27000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,40000
47854,47854,Cadillac,CTS 3.6L Premium Luxury,2019,25000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,33900
21871,21871,Jeep,Wrangler Unlimited Sport,2019,67499,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,27500
44657,44657,INFINITI,G37 x,2013,125575,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,14999
23524,23524,Toyota,FJ Cruiser Base,2012,91000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,24500
19936,19936,Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Gray,None reported,Yes,83900
19926,19926,Mercedes-Benz,C-Class C 300 4MATIC Sport,2020,20937,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,Yes,28251
32386,32386,Subaru,Outback 3.6R Touring,2017,103466,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,12995
34400,34400,Subaru,Ascent Touring 7-Passenger,2019,32250,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Brown,None reported,Yes,19900
19359,19359,Land,Rover Range Rover Sport Supercharged Dynamic,2018,64800,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28499
19894,19894,Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,42000
43101,43101,BMW,535 i xDrive,2011,92861,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,13900
28508,28508,Nissan,350Z Touring,2008,61595,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,5000
21498,21498,Ford,Transit-350 XL,2020,32000,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,Black,Black,None reported,Yes,68000
23410,23410,Ford,F-PACE 35t Premium,2018,74000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,36000
13156,13156,Chevrolet,Suburban 1500 LTZ,2015,179200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,16000
1038,1038,Mercedes-Benz,Sprinter 3500 High Roof,2021,105,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,Yes,200000
24881,24881,INFINITI,QX60 Base,2015,93500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,28000
52445,52445,Audi,S5 3.0T Premium Plus,2014,66150,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,41000
6217,6217,GMC,Sierra 2500 Denali,2021,16919,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,69000
12969,12969,Chevrolet,Corvette Base,1998,152195,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Black,None reported,Yes,15000
14897,14897,Audi,A6 3.0T Prestige,2013,112000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,12900
40854,40854,Toyota,Highlander SE,2019,85275,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Black,At least 1 accident or damage reported,Yes,21865
28121,28121,Chevrolet,Corvette Z06,2003,130000,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,18000
22069,22069,Genesis,GV70 3.5T Sport,2021,12900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,47500
12013,12013,Jeep,Liberty Sport,2010,107000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,11000
7503,7503,Nissan,Xterra S,2009,100900,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,11000
7403,7403,Toyota,Camry XSE,2023,299,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Gray,None reported,Yes,115000
33060,33060,Mitsubishi,Montero Limited,2007,150000,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,5500
37948,37948,Chevrolet,Impala 1LT,2019,70000,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,18795
29002,29002,Honda,Element EX,2006,192000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,11000
43050,43050,Lexus,RX 350 F Sport Performance,2020,53750,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,32600
35737,35737,Land,Rover Range Rover Sport Supercharged HSE,2015,99915,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,21500
18416,18416,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2016,95212,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,31599
38190,38190,BMW,M3 Base,2011,96000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,40888
53375,53375,BMW,X1 xDrive 28i,2021,25918,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,36800
19990,19990,Jaguar,F-TYPE S,2017,39000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,79999
27840,27840,GMC,Sierra 1500 SLE Crew Cab,2005,131800,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5800
49648,49648,Cadillac,XT6 Sport AWD,2021,24114,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Garnet Red Metallic,Black,At least 1 accident or damage reported,Yes,35113
8032,8032,Dodge,Challenger SRT8,2010,70000,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,Purple,–,None reported,Yes,44800
46842,46842,Chevrolet,Corvette Base,2002,16100,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,15500
16975,16975,Ford,Transit-350 Base,2015,97700,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15999
13194,13194,Porsche,Cayman Base,2014,62000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,31650
30851,30851,Mercedes-Benz,AMG GT 53 Base,2021,17994,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,81500
50894,50894,Ford,Thunderbird Deluxe,2004,191900,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,At least 1 accident or damage reported,Yes,12850
46583,46583,BMW,M440 i xDrive,2022,24300,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,43000
7679,7679,Lexus,IS 250 Base,2011,53000,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,20000
9458,9458,BMW,M3 Base,2011,41314,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,None reported,Yes,38995
29052,29052,Chevrolet,Camaro Base,2002,149800,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11600
48507,48507,Mercedes-Benz,S-Class S 550 4MATIC,2016,53500,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,33500
12960,12960,BMW,X5 xDrive35i,2013,96473,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,15999
2103,2103,BMW,M3 Base,2007,122650,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,6100
29242,29242,Honda,Civic EX,2012,82500,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,15500
25637,25637,Ford,F-250 King Ranch,2021,72200,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Gray,Brown,None reported,Yes,81900
14845,14845,Jeep,Wrangler Sport,2017,54000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,42000
12004,12004,Toyota,Camry Hybrid XLE,2016,94448,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Gray,None reported,Yes,30500
2669,2669,Mercedes-Benz,E-Class E 300 4MATIC,2018,58375,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29975
45157,45157,Jeep,Wrangler Sport,1997,171000,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,15000
46424,46424,Mazda,MX-5 Miata Base,1999,185000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,–,At least 1 accident or damage reported,Yes,7995
